基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
007496,农银汇理丰泽三年定开债,债券型-长债,81.94,农银汇理基金,1.0328,王明君,2019-08-26,None,None,8.52%,None
007090,海富通稳健养老目标一年持有混合(FOF)A,FOF-稳健型,1.03,海富通基金,1.2161,朱赟,2019-09-09,3.35%,-0.29,1.59%,19.97%
006880,交银安享稳健养老一年(FOF)A,FOF-稳健型,57.68,交银施罗德基金,1.1626,蔡铮,2021-04-30,3.02%,-0.47,0.22%,15.88%
006872,长信颐天养老三年持有混合(FOF)A,FOF-均衡型,0.07,长信基金,0.8617,李宇,2023-05-12,8.58%,-0.67,-12.31%,None
006792,鹏华港美互联股票美元现汇,QDII-普通股票,1.28,鹏华基金,0.1721,李悦,2022-07-09,24.29%,-0.39,-22.02%,41.38%
007702,国联安6个月定开债C,债券型-长债,0.00,国联安基金,1.0142,万莉,2019-09-06,None,None,None,None
007402,浦银颐和稳健养老一年(FOF)C,FOF-稳健型,7.85,浦银安盛基金,1.0916,陈曙亮,2020-10-29,4.06%,-0.40,-0.32%,None
008718,德邦锐恒39个月定开债C,债券型-长债,0.00,德邦基金,1.0294,丁孙楠,2023-06-02,None,None,5.15%,None
008707,建信富时100指数(QDII)美元现汇A,指数型-海外股票,1.06,建信基金,0.1592,李博涵,2020-01-10,None,None,20.33%,None
007651,工银养老2045三年持有混合发起式(FOF)A,FOF-均衡型,1.22,工银瑞信基金,1.0258,蒋华安,2020-01-21,10.42%,-0.98,-24.04%,None
008678,财通兴利纯债12个月定开债,债券型-长债,9.29,财通基金,1.1701,张婉玉,2021-10-22,None,None,20.65%,None
539003,建信富时100指数(QDII)人民币A,指数型-海外股票,1.06,建信基金,1.1339,李博涵,2013-08-05,None,None,32.36%,29.29%
007977,易方达黄金主题美元现汇A,QDII-商品,1.30,易方达基金,0.1310,周宇,2019-10-11,20.62%,0.04,7.38%,None
008171,长城嘉裕六个月定开债A,债券型-长债,34.48,长城基金,1.0005,徐涛国,2019-12-19,None,None,2.83%,None
008484,格林泓裕一年定开债A,债券型-长债,16.01,格林基金,1.0000,高洁,2024-01-11,None,None,4.17%,None
008485,格林泓裕一年定开债C,债券型-长债,0.00,格林基金,1.0000,高洁,2024-01-11,None,None,1.60%,None
008160,前海联合淳安3年定开债券,债券型-长债,0.00,前海联合,1.0166,张文,2020-10-28,None,None,6.15%,None
008706,建信富时100指数(QDII)人民币C,指数型-海外股票,1.20,建信基金,1.1195,李博涵,2020-01-10,None,None,30.86%,None
008708,建信富时100指数(QDII)美元现汇C,指数型-海外股票,1.20,建信基金,0.1572,李博涵,2020-01-10,None,None,19.00%,None
008654,诺德汇盈一年定开,债券型-长债,7.72,诺德基金,1.1626,赵滔滔,2020-02-17,None,None,17.30%,None
008739,中欧同益一年定期开放债券,债券型-长债,5.42,中欧基金,1.0906,周锦程,2023-05-31,None,None,11.15%,None
007711,格林泓泰三个月定开债C,债券型-长债,0.00,格林基金,1.0268,索隽石,2024-04-24,None,None,13.99%,None
008214,华安鑫福定开债A,债券型-长债,120.17,华安基金,1.0021,孙丽娜,2019-11-26,None,None,9.07%,None
007573,农银汇理丰盈三年定开债,债券型-长债,81.10,农银汇理基金,1.0120,王明君,2019-12-04,None,None,10.66%,None
002448,江信汇福,债券型-长债,2.33,江信基金,1.2062,马超然,2023-04-21,None,None,12.47%,23.14%
008754,泰康睿福3月持有混合(FOF)A,FOF-均衡型,0.24,泰康基金,0.9725,潘漪,2020-04-13,11.05%,-1.06,-27.56%,None
008406,兴银汇裕定开债,债券型-长债,10.01,兴银基金管理,1.0475,王深,2023-08-01,None,None,9.46%,None
008760,摩根瑞泰38个月定期开放债券C,债券型-长债,0.00,摩根资产管理,1.0274,任翔,2020-03-18,None,None,7.60%,None
008253,华宝致远混合(QDII)A,QDII-混合偏股,0.34,华宝基金,1.0335,周晶,2019-11-27,21.98%,-0.48,-24.63%,None
008263,东方红品质优选定开混合,混合型-偏债,3.51,东方红资产管理,1.0054,胡伟,2020-06-03,None,None,-7.09%,None
008661,嘉实致融一年定期债券,债券型-长债,27.47,嘉实基金,1.0315,轩璇,2021-01-18,None,None,13.77%,None
006285,鹏华全球中短债(QDII)美元现汇A,QDII-混合债,9.83,鹏华基金,0.0731,郝黎黎,2022-07-09,13.74%,-1.76,-53.88%,-45.68%
008321,鹏华全球中短债(QDII)美元现汇C,QDII-混合债,0.28,鹏华基金,0.0723,郝黎黎,2022-07-09,13.72%,-1.79,-54.33%,None
008320,鹏华全球中短债(QDII)人民币C,QDII-混合债,0.28,鹏华基金,0.5147,郝黎黎,2022-07-09,13.98%,-1.57,-49.78%,None
007914,财通资管丰和两年定开债C,债券型-长债,0.00,财通资管,1.0017,金御,2023-08-04,None,None,7.68%,None
008145,兴全优选进取三个月持有(FOF)A,FOF-进取型,24.95,兴证全球基金,1.2045,林国怀,2020-03-06,12.22%,-0.59,-16.29%,None
008503,国寿安保泰瑞纯债一年定开债,债券型-长债,62.35,国寿安保基金,1.0375,陶尹斌,2019-12-26,None,None,15.22%,None
007249,广发均衡养老三年持有混合(FOF)A,FOF-均衡型,0.86,广发基金,1.0874,曹建文,2021-11-29,9.21%,-0.78,-16.12%,None
007844,华宝标普油气上游股票人民币C,指数型-海外股票,17.57,华宝基金,0.7951,周晶,2020-01-15,34.98%,0.47,64.72%,None
007729,招商普盛全球配置(QDII-FOF)人民币,QDII-普通股票,0.50,招商基金,1.2613,范刚强,2023-05-23,None,None,2.74%,None
007976,易方达黄金主题人民币C,QDII-商品,0.01,易方达基金,0.9270,周宇,2019-10-11,19.87%,0.20,17.05%,None
008019,华富安兴39个月定开债C,债券型-长债,0.00,华富基金,1.0164,倪莉莎,2019-10-31,None,None,9.81%,None
008002,银华稳晟39个月定开债,债券型-长债,104.33,银华基金,1.0079,赵旭东,2019-11-05,None,None,9.03%,None
007652,华夏稳健养老一年持有混合(FOF)A,FOF-稳健型,1.22,华夏基金,1.1318,李晓易,2022-05-24,4.74%,-0.66,-4.87%,None
169108,东方红均衡优选定开混合,混合型-偏债,4.45,东方红资产管理,1.0429,王佳骏,2020-03-13,None,None,3.84%,None
007978,易方达黄金主题美元现汇C,QDII-商品,0.01,易方达基金,0.1300,周宇,2019-10-11,20.84%,0.03,6.56%,None
007836,泰康润和两年定开债券,债券型-长债,80.38,泰康基金,1.0113,经惠云,2019-12-25,None,None,8.09%,None
007999,国联安恒利63个月定开债A,债券型-长债,84.43,国联安基金,1.0334,陈建华,2019-11-07,None,None,13.14%,None
003564,博时安诚3个月定开债A,债券型-长债,5.08,博时基金,1.0096,程卓,2018-05-28,None,None,10.25%,14.99%
008105,中金鑫裕1年定开债C,债券型-长债,0.00,中金基金,1.0034,董珊珊,2019-12-25,None,None,4.18%,None
008018,华富安兴39个月定开债A,债券型-长债,81.72,华富基金,1.0230,倪莉莎,2019-10-31,None,None,9.06%,None
008278,国泰惠鑫一年定期开放债券,债券型-长债,5.67,国泰基金,1.1489,丁士恒,2020-05-15,None,None,14.27%,None
008285,易方达全球医药行业混合发起式(QDII)A(美元现汇),QDII-混合偏股,9.49,易方达基金,0.1000,杨桢霄,2020-01-20,33.45%,-0.96,-66.56%,None
009003,中银安康平衡养老目标三年持有混合发起(FOF)A,FOF-均衡型,1.57,中银基金,0.9721,邢秋羽,2022-03-24,8.41%,-0.67,-11.84%,None
008215,华安鑫福定开债C,债券型-长债,0.00,华安基金,1.0013,孙丽娜,2019-11-26,None,None,8.22%,None
005809,前海开源裕源(FOF),FOF-均衡型,1.21,前海开源基金,1.5639,李赫,2021-06-08,15.19%,-0.30,-8.79%,26.58%
008759,摩根瑞泰38个月定期开放债券A,债券型-长债,81.00,摩根资产管理,1.0306,任翔,2020-03-18,None,None,8.40%,None
007913,财通资管丰和两年定开债A,债券型-长债,80.29,财通资管,1.0075,金御,2023-08-04,None,None,8.96%,None
008717,德邦锐恒39个月定开债A,债券型-长债,80.28,德邦基金,1.0261,丁孙楠,2023-06-02,None,None,6.01%,None
008130,广发汇优66个月定期开放债券,债券型-长债,145.45,广发基金,1.0072,刘志辉,2019-12-23,None,None,11.51%,None
008183,招商普盛全球配置(QDII-FOF)美元现钞,QDII-普通股票,0.50,招商基金,0.1771,范刚强,2023-05-23,None,None,-6.59%,None
008575,财通裕惠63个月定开债,债券型-长债,40.27,财通基金,1.0106,闫梦璇,2022-07-08,None,None,8.44%,None
008079,诺德大类精选(FOF),FOF-进取型,2.20,诺德基金,0.9584,郑源,2019-12-09,13.06%,-1.02,-31.58%,None
008755,泰康睿福3月持有混合(FOF)C,FOF-均衡型,1.23,泰康基金,0.9483,潘漪,2020-04-13,11.05%,-1.11,-28.86%,None
008751,大成全球美元债(QDII)A人民币,QDII-纯债,4.34,大成基金,1.0142,陈会荣,2024-05-21,7.83%,-0.38,-4.34%,None
008355,农银汇理金祺一年定开债,债券型-长债,13.82,农银汇理基金,1.1487,周宇,2019-12-27,None,None,13.63%,None
004567,新华安享惠泽39个月定开债A,债券型-长债,64.44,新华基金,1.0230,李洁,2020-05-12,None,None,8.06%,None
007928,中加享润两年定开债,债券型-长债,80.69,中加基金,1.0082,袁素,2020-11-30,None,None,8.48%,None
008254,华宝致远混合(QDII)C,QDII-混合偏股,0.51,华宝基金,1.0148,周晶,2019-11-27,21.97%,-0.49,-25.52%,None
008676,华安鑫浦定开债C,债券型-长债,0.00,华安基金,1.0034,孙丽娜,2020-01-10,None,None,12.22%,None
008675,华安鑫浦定开债A,债券型-长债,80.28,华安基金,1.0032,孙丽娜,2020-01-10,None,None,13.08%,None
007673,中加安瑞稳健养老目标一年持有混合(FOF)A,FOF-稳健型,0.55,中加基金,1.1207,郭智,2020-03-20,4.00%,-0.46,-1.00%,None
006895,兴业养老2035(FOF)C,FOF-均衡型,0.22,兴业基金,0.9831,朱小明,2022-09-22,11.13%,-0.95,-24.94%,-1.65%
008014,天弘鑫利三年定开,债券型-长债,119.54,天弘基金,1.0233,柴文婷,2019-11-29,None,None,9.13%,None
007975,招商普盛全球配置(QDII-FOF)美元现汇,QDII-普通股票,0.50,招商基金,0.1771,范刚强,2023-05-23,None,None,-6.59%,None
008000,国联安恒利63个月定开债C,债券型-长债,0.00,国联安基金,1.0267,陈建华,2019-11-07,None,None,12.11%,None
008048,国联睿享86个月定开债券A,债券型-长债,145.27,国联基金,1.0393,韩正宇,2023-09-22,None,None,12.53%,None
007890,银河聚星两年定开债券,债券型-长债,80.22,银河基金,1.0176,蒋磊,2019-12-18,None,None,4.69%,None
008111,银华信用精选18个月定开债,债券型-长债,6.61,银华基金,1.0417,边慧,2022-02-23,None,None,11.16%,None
008886,民生卓越配置6个月混合(FOF),FOF-稳健型,13.17,民生加银基金,0.9439,孔思伟,2022-09-01,6.33%,-1.28,-18.50%,None
008296,广发汇利一年定期开放债券,债券型-长债,34.36,广发基金,1.0444,张芊,2019-12-26,None,None,14.60%,None
008763,天弘越南市场股票(QDII)A,QDII-普通股票,34.62,天弘基金,1.4112,胡超,2020-01-20,22.83%,-0.24,-11.73%,None
007979,万家惠享39个月定开债,债券型-长债,107.35,万家基金,1.0153,陈佳昀,2023-05-13,None,None,8.93%,None
008165,东兴鑫远三年定开,债券型-长债,81.78,东兴基金,1.0035,任祺,2022-08-09,None,None,7.45%,None
008049,国联睿享86个月定开债券C,债券型-长债,0.00,国联基金,1.0343,韩正宇,2023-09-22,None,None,12.21%,None
008645,天弘季季兴三个月定开C,债券型-长债,0.04,天弘基金,1.0971,柴文婷,2019-12-17,None,None,15.88%,None
008369,蜂巢丰鑫一年定开,债券型-长债,15.20,蜂巢基金,1.1915,廖新昌,2020-03-10,None,None,19.63%,None
008429,中信保诚嘉裕五年定开债,债券型-长债,91.36,中信保诚基金,1.0231,臧淑玲,2023-08-31,None,None,10.84%,None
007970,国寿安保安泽39个月定开债,债券型-长债,86.86,国寿安保基金,1.0105,卢珊,2023-02-01,None,None,9.03%,None
008764,天弘越南市场股票(QDII)C,QDII-普通股票,35.31,天弘基金,1.3948,胡超,2020-01-20,22.84%,-0.26,-12.45%,None
008428,东方红鑫裕两年定开信用债,债券型-长债,0.23,东方红资产管理,1.0762,高德勇,2023-11-25,None,None,6.63%,None
007747,海富通平衡养老目标三年持有期混合(FOF)A,FOF-均衡型,1.72,海富通基金,1.0706,朱赟,2020-02-19,7.87%,-0.77,-13.09%,None
008639,中欧预见养老2025一年持有(FOF)A,FOF-稳健型,0.41,中欧基金,1.0983,邓达,2022-03-17,3.56%,-0.04,4.17%,None
008900,国联安增泰一年定开债发起式,债券型-长债,5.07,国联安基金,1.0609,陈建华,2020-08-21,None,None,12.01%,None
007904,广发锐意进取3个月持有混合(FOF)A,FOF-进取型,1.00,广发基金,1.1049,曹建文,2021-11-29,15.11%,-0.75,-26.85%,None
008624,汇安裕鑫12个月定开纯债债券,债券型-长债,15.83,汇安基金,1.0799,张昆,2020-09-23,None,None,15.62%,None
007896,易方达优选多资产三个月持有混合(FOF)A,FOF-均衡型,0.62,易方达基金,1.0627,张浩然,2020-04-09,13.96%,-0.61,-19.67%,None
009567,山西证券裕丰一年定开债,债券型-长债,7.25,山西证券,1.0370,蓝烨,2022-08-08,None,None,11.68%,None
009144,博时荣升稳健添利混合A,混合型-偏债,0.46,博时基金,1.0663,罗霄,2023-03-23,None,None,-1.67%,None
009108,富国红利精选混合(QDII)人民币,QDII-混合偏股,4.26,富国基金,1.3210,王菀宜,2020-09-17,19.52%,-0.65,-30.07%,None
008617,国寿安保稳健养老一年持有混合发起式(FOF)A,FOF-稳健型,4.68,国寿安保基金,0.9991,张志雄,2020-06-17,3.44%,-0.62,-1.85%,None
009438,信澳科技创新一年定开混合C,混合型-偏股,0.39,信达澳亚基金,1.0385,吴凯,2023-11-17,None,None,-16.28%,None
008767,财通资管鸿盛12个月定开债券C,债券型-长债,0.76,财通资管,1.1920,马航,2022-12-20,None,None,15.46%,None
008098,中银亚太精选债券(QDII)美元C,QDII-纯债,0.09,中银基金,0.1395,郑涛,2020-06-08,None,None,-8.94%,None
008097,中银亚太精选债券(QDII)美元A,QDII-纯债,1.93,中银基金,0.1416,郑涛,2020-06-08,None,None,-7.93%,None
008367,富国亚洲收益债券(QDII)人民币A,QDII-纯债,4.98,富国基金,1.0912,郭子琨,2022-08-15,4.85%,0.14,6.64%,None
009193,富国红利精选混合(QDII)美元,QDII-混合偏股,4.26,富国基金,0.1855,王菀宜,2020-09-17,19.94%,-0.78,-36.43%,None
009632,浦银安盛普嘉87个月定开债A,债券型-长债,80.36,浦银安盛基金,1.0060,李羿,2020-06-24,None,None,13.23%,None
008644,天弘季季兴三个月定开A,债券型-长债,7.35,天弘基金,1.1024,柴文婷,2019-12-17,None,None,16.27%,None
008752,大成全球美元债(QDII)C人民币,QDII-纯债,0.03,大成基金,0.9933,陈会荣,2024-05-21,7.85%,-0.44,-5.74%,None
009543,申万菱信安泰富利三年定开A,债券型-长债,80.93,申万菱信基金,1.0194,叶瑜珍,2021-08-10,None,None,8.86%,None
008609,广发养老目标日期2040三年持有期混合发起式(FOF)A,FOF-均衡型,1.54,广发基金,0.8876,朱坤,2022-06-17,11.02%,-0.95,-24.67%,None
009255,中银添盛39个月定期开放债券,债券型-长债,80.95,中银基金,1.0175,高志刚,2023-04-17,None,None,9.52%,None
008229,鑫元安硕两年定开债,债券型-长债,81.37,鑫元基金,1.0240,郭卉,2020-08-12,None,None,7.31%,None
008095,中银亚太精选债券(QDII)人民币A,QDII-纯债,1.93,中银基金,1.0083,郑涛,2020-06-08,None,None,1.23%,None
009386,创金合信泰享39个月,债券型-长债,80.25,创金合信基金,1.0439,闫一帆,2020-07-31,None,None,9.96%,None
008168,汇添富聚焦成长三个月混合FOF,FOF-均衡型,5.83,汇添富基金,0.7886,程竹成,2024-01-17,13.74%,-1.03,-33.27%,None
008289,国寿安保泰祥纯债一年定开债券发起式,债券型-长债,19.39,国寿安保基金,1.0044,陶尹斌,2020-04-26,None,None,8.27%,None
008496,国泰惠瑞一年定开债,债券型-长债,3.11,国泰基金,1.0469,胡智磊,2020-08-21,None,None,12.34%,None
009202,中邮优享一年定开混合C,混合型-偏债,0.17,中邮基金,1.1160,衣瑛杰,2022-03-31,None,None,5.37%,None
009143,摩根锦程稳健养老一年持有混合(FOF)A,FOF-稳健型,0.34,摩根资产管理,1.0143,杜习杰,2020-04-23,4.06%,-0.98,-7.30%,None
009633,浦银安盛普嘉87个月定开债C,债券型-长债,0.00,浦银安盛基金,1.0050,李羿,2020-06-24,None,None,12.54%,None
009213,易方达如意安泰(FOF)A,FOF-稳健型,1.92,易方达基金,1.1267,张浩然,2020-08-14,1.85%,0.53,7.61%,None
009184,东方红颐和积极养老五年(FOF)A,FOF-进取型,2.22,东方红资产管理,0.9557,陈文扬,2020-06-23,11.97%,-0.73,-20.26%,None
007247,易方达汇智稳健养老一年持有混合(FOF)A,FOF-稳健型,0.59,易方达基金,1.1180,汪玲,2019-11-19,4.37%,-0.50,-2.05%,None
008724,泓德裕瑞三年定开债券,债券型-长债,79.82,泓德基金,1.0748,王璐,2022-10-13,None,None,7.10%,None
009756,华宝宝利定开债券,债券型-长债,80.71,华宝基金,1.0089,林昊,2020-07-09,None,None,13.56%,None
009572,南方养老2040三年持有混合发起(FOF)A,FOF-均衡型,0.69,南方基金,0.8663,鲁炳良,2020-07-29,10.25%,-0.89,-21.23%,None
009451,中金新盛1年定开债,债券型-长债,2.20,中金基金,1.0456,尹海峰,2023-07-28,None,None,11.62%,None
008631,国泰民泽平衡养老目标三年持有期混合(FOF)A,FOF-均衡型,1.89,国泰基金,0.9218,徐皓,2020-07-10,9.32%,-0.63,-12.50%,None
009177,东方永悦18个月定开债券A,债券型-长债,0.56,东方基金,1.1052,车日楠,2021-05-12,None,None,12.13%,None
007705,长城恒康稳健养老一年持有混合发起式(FOF)A,FOF-稳健型,1.54,长城基金,0.9744,徐力恒,2023-02-28,5.00%,-0.68,-5.63%,None
008826,天弘成享一年定开,债券型-长债,60.32,天弘基金,1.0598,刘洋,2021-05-27,None,None,10.25%,None
008363,广发民丰一年定期开放债券,债券型-长债,5.21,广发基金,1.0818,高翔,2020-08-07,None,None,9.31%,None
008637,国金惠享一年定开,债券型-长债,6.12,国金基金,1.0411,曾省强,2022-12-14,None,None,13.29%,None
008478,天弘鑫意39个月定开债,债券型-长债,82.33,天弘基金,1.0323,柴文婷,2020-07-02,None,None,9.72%,None
008766,财通资管鸿盛12个月定开债券A,债券型-长债,2.60,财通资管,1.2115,马航,2022-12-20,None,None,16.86%,None
009437,信澳科技创新一年定开混合A,混合型-偏股,1.85,信达澳亚基金,1.0427,吴凯,2023-11-17,None,None,-16.03%,None
008158,招商盛鑫优选3个月持有(FOF)A,FOF-均衡型,0.34,招商基金,0.7741,于立勇,2023-03-01,14.37%,-0.93,-31.42%,None
009587,国寿安保瑞和66个月定开债,债券型-长债,80.94,国寿安保基金,1.0204,丁宇佳,2021-03-15,None,None,11.78%,None
008625,国富平衡养老三年混合(FOF)A,FOF-均衡型,1.83,国海富兰克林基金,1.0083,吴弦,2020-06-03,8.17%,-0.73,-12.77%,None
009201,中邮优享一年定开混合A,混合型-偏债,2.84,中邮基金,1.1390,衣瑛杰,2022-03-31,None,None,6.97%,None
008096,中银亚太精选债券(QDII)人民币C,QDII-纯债,0.09,中银基金,0.9933,郑涛,2020-06-08,None,None,0.13%,None
009238,兴业绿色纯债一年定开债券C,债券型-长债,0.00,兴业基金,1.0602,冯小波,2020-07-17,None,None,10.33%,None
008561,中邮淳悦39个月定开债C,债券型-长债,0.00,中邮基金,1.0072,郭志红,2022-05-09,None,None,9.29%,None
007897,易方达优选多资产三个月持有混合(FOF)C,FOF-均衡型,0.46,易方达基金,1.0450,张浩然,2020-04-09,13.96%,-0.64,-20.62%,None
009183,东方红颐和平衡养老三年(FOF)A,FOF-均衡型,1.15,东方红资产管理,1.0032,陈文扬,2020-06-11,8.82%,-0.68,-12.80%,None
008414,国泰惠泰一年定期开放债券,债券型-长债,12.18,国泰基金,1.0392,胡智磊,2020-07-07,None,None,11.24%,None
009833,创金合信泰博66个月定开债,债券型-长债,82.15,创金合信基金,1.0360,闫一帆,2020-07-27,None,None,12.15%,None
007723,鹏华锦润86个月定开债,债券型-长债,81.37,鹏华基金,1.0267,邓明明,2020-07-22,None,None,12.65%,None
009732,兴业稳泰66个月定开债券,债券型-长债,81.08,兴业基金,1.0250,唐丁祥,2020-07-17,None,None,11.54%,None
009355,宏利泰和稳健养老目标一年持有混合(FOF)A,FOF-稳健型,1.24,宏利基金,1.0376,张晓龙,2020-06-12,3.31%,-0.61,-1.51%,None
009544,申万菱信安泰富利三年定开C,债券型-长债,0.00,申万菱信基金,1.0165,叶瑜珍,2021-08-10,None,None,7.45%,None
008608,广发汇浦三年定期开放债券,债券型-长债,80.76,广发基金,1.0199,刘志辉,2020-07-15,None,None,8.92%,None
009165,中加聚庆六个月定开混合C,混合型-偏债,0.52,中加基金,1.2861,邹天培,2023-12-21,None,None,7.43%,None
008368,富国亚洲收益债券(QDII)美元现汇,QDII-纯债,4.98,富国基金,0.1532,郭子琨,2022-08-15,3.98%,-0.64,-3.10%,None
009178,东方永悦18个月定开债券C,债券型-长债,0.04,东方基金,1.0897,车日楠,2021-05-12,None,None,11.06%,None
009760,鹏扬淳安66个月定开债C,债券型-长债,0.00,鹏扬基金,1,陈钟闻,2020-07-21,None,None,None,None
008862,中银证券汇远定开债,债券型-长债,2.15,中银证券,1.0758,吕鸿见,2024-05-21,None,None,6.11%,None
008560,中邮淳悦39个月定开债A,债券型-长债,79.77,中邮基金,1.0077,郭志红,2022-05-09,None,None,9.99%,None
009759,鹏扬淳安66个月定开债A,债券型-长债,80.87,鹏扬基金,1.0213,陈钟闻,2020-07-21,None,None,12.83%,None
009237,兴业绿色纯债一年定开债券A,债券型-长债,2.05,兴业基金,1.0584,冯小波,2020-07-17,None,None,11.69%,None
008102,中金鑫福87个月定开债,债券型-长债,80.34,中金基金,1.0138,董珊珊,2020-08-03,None,None,12.96%,None
009452,光大保德信尊裕纯债一年债券发起,债券型-长债,2.39,光大保德信基金,1.1548,李怀定,2021-07-10,None,None,15.72%,None
010201,农银汇理智增一年定开混合,混合型-偏股,5.56,农银汇理基金,0.8161,廖凌,2023-02-23,None,None,-16.82%,None
009674,嘉合慧康63个月定开债券C,债券型-长债,0.00,嘉合基金,1.0033,季慧娟,2020-08-04,None,None,11.63%,None
539002,建信新兴市场混合(QDII)A,QDII-混合偏股,1.01,建信基金,1.1040,李博涵,2017-11-13,None,None,8.55%,22.67%
009934,浦银安盛普华66个月定开债C,债券型-长债,0.00,浦银安盛基金,1.0000,李羿,2020-08-10,None,None,0.00%,None
009933,浦银安盛普华66个月定开债A,债券型-长债,80.51,浦银安盛基金,1.0060,李羿,2020-08-10,None,None,12.71%,None
009552,财通资管丰乾39个月定开债A,债券型-长债,80.47,财通资管,1.0057,金御,2023-08-04,None,None,10.84%,None
008614,浙商汇金安享66个月定期C,债券型-长债,0.00,浙商证券资管,1.0096,宋怡健,2022-11-22,None,None,9.73%,None
009906,诺德安瑞39个月定开,债券型-长债,80.55,诺德基金,1.0154,景辉,2020-08-26,None,None,9.74%,None
009303,恒生前海恒颐五年定开债A,债券型-长债,26.03,恒生前海基金,1.0101,吕程,2023-07-31,None,None,12.12%,None
009159,前海联合智选3个月持有混合(FOF)A,FOF-稳健型,0.01,前海联合,1.0780,须智宸,2022-02-15,3.35%,-0.26,1.89%,None
009748,汇丰晋信惠安纯债63个月定开债,债券型-长债,41.21,汇丰晋信基金,1.0242,蔡若林,2020-10-29,0.47%,4.80,11.67%,None
007600,泰康润颐63个月定开债券,债券型-长债,83.00,泰康基金,1.0479,经惠云,2020-07-27,None,None,11.94%,None
009770,英大安鑫66个月定期开放债券,债券型-长债,80.27,英大基金,1.0042,易祺坤,2020-09-24,None,None,11.95%,None
009765,惠升和煦88个月定开债,债券型-长债,50.55,惠升基金,1.0213,卓勇,2020-09-02,None,None,14.29%,None
009305,汇安恒利39个月定开纯债债券,债券型-长债,1.03,汇安基金,1.0321,张昆,2020-12-23,None,None,9.06%,None
009371,浦银安盛睿和优选3个月持有混合(FOF)C,FOF-进取型,0.16,浦银安盛基金,1.0699,陈曙亮,2022-07-11,8.04%,-0.18,0.05%,None
009385,天弘永裕平衡养老三年持有期混合发起式(FOF)A,FOF-均衡型,1.58,天弘基金,0.9550,王帆,2022-04-29,8.19%,-0.67,-11.45%,None
009553,财通资管丰乾39个月定开债C,债券型-长债,0.00,财通资管,1.0043,金御,2023-08-04,None,None,9.92%,None
009761,光大尊合87个月定开债,债券型-长债,81.43,光大保德信基金,1.0279,沈荣,2020-08-03,None,None,13.49%,None
008669,方正富邦禾利39个月定开债A,债券型-长债,80.27,方正富邦基金,1.0637,王靖,2020-09-25,None,None,10.10%,None
010292,东方红核心优选定开混合C,混合型-偏债,0.41,东方红资产管理,1.2772,徐觅,2020-10-23,None,None,5.21%,None
009975,华宝标普美国消费人民币C,指数型-海外股票,1.41,华宝基金,2.3530,周晶,2020-07-31,22.84%,0.08,10.37%,None
001994,华安年年红债券C,债券型-长债,0.28,华安基金,1.0510,石雨欣,2023-05-17,None,None,6.64%,19.26%
007989,融通通恒63个月定开债券C,债券型-长债,0.00,融通基金,1,王超,2023-08-05,None,None,None,None
009890,华润元大润禧39个月定开债C,债券型-长债,0.00,华润元大基金,1.0213,程涛涛,2023-09-01,None,None,9.82%,None
010257,天弘多利一年,混合型-偏债,0.78,天弘基金,0.9899,张馨元,2024-02-23,None,None,1.14%,None
010462,中信保诚嘉润66个月定开债,债券型-长债,84.33,中信保诚基金,1.0634,臧淑玲,2023-08-31,None,None,12.26%,None
009383,人保稳进配置三个月持有(FOF),FOF-稳健型,0.42,人保资产,0.9605,吴若宗,2022-11-16,6.15%,-0.72,-8.53%,None
009160,前海联合智选3个月持有混合(FOF)C,FOF-稳健型,0.01,前海联合,1.0657,须智宸,2022-02-15,3.35%,-0.38,0.67%,None
010463,鹏扬淳稳66个月定开债A,债券型-长债,82.47,鹏扬基金,1.0377,陈钟闻,2020-10-29,None,None,13.04%,None
009809,易方达恒智63个月定开债发起式,债券型-长债,81.38,易方达基金,1.0271,藏海涛,2020-07-24,None,None,11.84%,None
009335,工银稳健养老目标一年持有混合发起(FOF)A,FOF-稳健型,0.97,工银瑞信基金,0.9883,蒋华安,2020-09-30,5.11%,-0.68,-5.84%,None
009780,德邦锐泽86个月定开债,债券型-长债,86.43,德邦基金,1.0903,丁孙楠,2020-07-30,None,None,12.66%,None
009214,易方达如意安泰(FOF)C,FOF-稳健型,7.86,易方达基金,1.1138,张浩然,2020-08-14,1.85%,0.36,6.66%,None
009836,渤海汇金汇裕87个月定开债,债券型-长债,81.85,渤海汇金,1.0329,李杨,2020-11-10,None,None,13.17%,None
009979,新华安享惠融88个月定开债A,债券型-长债,82.88,新华基金,1.0281,裴铎,2022-12-12,None,None,13.39%,None
010501,中泰青月安盈66个月定开债,债券型-长债,82.21,中泰证券(上海)资管,1.0324,王瑞,2020-11-23,None,None,13.61%,None
007204,银华美元债精选债券(QDII)A,QDII-纯债,5.27,银华基金,1.0405,叶青,2023-01-05,None,None,3.79%,9.38%
009884,民生加银康宁平衡养老三年持有混合(FOF)A,FOF-均衡型,3.11,民生加银基金,0.8519,苏辛,2022-08-15,8.67%,-0.81,-15.75%,None
008818,汇安恒鑫12个月定开纯债债券,债券型-长债,25.12,汇安基金,1.0532,王作舟,2023-07-11,None,None,12.73%,None
